subject_id,treatment,outcome,prediction,logit_yes,logit_no,prob_yes,date,rct_id,model_family,model_version,model_size,model_id,fine_tuned,ft_base_model,ft_corpus,lora_r,lora_alpha,lora_dropout,lora_target_modules,train_epochs,train_batch_size,train_grad_accum_steps,train_effective_batch_size,train_lr,train_lr_scheduler,train_warmup_ratio,train_max_grad_norm,train_weight_decay,train_optimizer,train_precision,train_max_seq_length,train_seed,infer_precision,infer_batch_size,infer_max_seq_length,infer_temperature,infer_max_tokens
3732,CDC Health,No,[,-4.53125,-0.29492188,0.0142544640477745,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3733,CDC Health,No,[,-4.875,-0.23535156000000004,0.00956864986374936,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3734,CDC Health,No,No,-4.21875,-0.21874999999999994,0.017986209962091555,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3735,Placebo,No,No,-2.109375,-0.609375,0.18242552380635632,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3736,CDC Health,No,No,-5.0,-0.12109374999999994,0.007547923375900622,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3739,Placebo,No,No,-3.484375,-0.859375,0.0675466911396291,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3744,Placebo,Yes,[,-3.546875,-0.41992188,0.04200905563017502,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3746,Placebo,Yes,No,-2.515625,-0.51953125,0.11961366366632263,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3748,Placebo,Yes,No,-3.5625,-0.3144531199999999,0.037397133415002844,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3750,Placebo,Yes,[,-4.96875,-0.35937500000000006,0.009859855303538789,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3753,Placebo,No,No,-5.6875,-0.32031250000000006,0.004645557549716042,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3764,Placebo,No,No,-3.46875,-0.46679687999999997,0.047337715693121896,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3765,Placebo,No,[,-5.4375,-0.32031250000000006,0.005957153763749636,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3768,High Cash,Yes,No,-4.625,-0.26367188,0.0126006257085289,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3769,High Cash,Yes,[,-4.84375,-0.35742188,0.011136502003034754,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3771,High Cash,Yes,[,-4.40625,-0.40234375,0.017917344767471324,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3776,Placebo,Yes,No,-2.796875,-0.54296875,0.09501305198790384,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3780,High Cash,Yes,[,-5.4375,-0.69921875,0.008677716704989246,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3783,High Cash,Yes,No,-4.96875,-0.20996094000000004,0.008503065926911649,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3785,High Cash,Yes,Yes,-4.0625,-0.19921874999999997,0.020567095346428456,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3786,Placebo,Yes,No,-3.109375,-0.36328125,0.06030763997506923,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3791,Low Cash,No,No,-5.15625,-0.53125,0.009708476481474066,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3793,Placebo,No,[,-4.25,-0.24316405999999996,0.017865865767031062,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3795,Low Cash,No,No,-5.1875,-0.32031250000000006,0.007636216494667213,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3796,Low Cash,No,[,-6.71875,-0.47627335494518924,0.0019412565908946827,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3797,Low Cash,No,[,-4.78125,-0.39843749999999994,0.012336100420869753,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3798,Low Cash,No,[,-6.34375,-0.2038947069392708,0.002150600422941689,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3799,Placebo,No,[,-4.0,-0.4941406199999999,0.029145972677507605,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3804,High Cash,No,No,-5.96875,-0.22831649622537264,0.0032030822588144485,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3805,High Cash,No,[,-5.0625,-0.43749999999999994,0.009708476481474068,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3807,High Cash,No,No,-6.15625,-0.14532454618354876,0.0024458213766515996,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3812,High Cash,No,No,-5.59375,-0.48046875,0.005980329969128227,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3814,High Cash,No,No,-6.03125,-0.2849319342521365,0.003184348717107975,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3815,High Cash,No,No,-5.96875,-0.22833989182997477,0.00320315695769597,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3816,Placebo,No,[,-2.296875,-0.5390625,0.14706452045904775,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3817,High Cash,No,No,-6.40625,-0.527075285128624,0.00278929081673937,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3822,High Cash,No,No,-6.0625,-0.31617481452985446,0.0031843261177039285,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3825,Placebo,No,[,-2.0,-0.49804687999999997,0.18213440355099134,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3828,Placebo,No,No,-2.4375,-0.44335938000000014,0.11981949328778664,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3829,Low Cash,No,No,-6.46875,-0.5778596624242004,0.0027568927805798993,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3831,High Cash,No,No,-4.8125,-0.4394531199999999,0.01245565236084186,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3832,High Cash,No,[,-5.8125,-0.43359375000000006,0.00459168367777983,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3833,High Cash,No,No,-5.6875,-0.3183593800000001,0.004636535101004539,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3836,Placebo,No,[,-3.21875,-0.4746093800000001,0.06041842017998374,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3837,High Cash,No,No,-4.34375,-0.21679687999999994,0.01587584767424628,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3840,High Cash,No,No,-4.6875,-0.32421875000000006,0.012576348276879083,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3844,High Cash,No,No,-4.625,-0.36132812000000003,0.013875308978281528,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3845,High Cash,No,No,-5.84375,-0.20589327405562485,0.0035478592209602835,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3846,High Cash,No,No,-4.90625,-0.39648437999999997,0.010881332343191049,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3848,High Cash,No,[,-5.09375,-0.4824218800000001,0.009840805940978843,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3853,High Cash,Yes,[,-5.0625,-0.43749999999999994,0.009708476481474068,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3854,High Cash,Yes,[,-4.4375,-0.44335938000000014,0.018089995293806935,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3857,Placebo,Yes,No,-4.34375,-0.70703125,0.0256627055460899,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3858,Placebo,Yes,No,-3.59375,-0.34375,0.037326887344129464,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3859,High Cash,Yes,No,-5.1875,-0.18638374462634016,0.006685434080207123,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3860,High Cash,Yes,No,-5.15625,-0.28906250000000006,0.007636216494667212,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3863,High Cash,Yes,No,-5.5625,-0.43359375000000006,0.005888159475804549,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3864,Placebo,No,No,-2.53125,-0.6601562500000001,0.1334152172639784,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3868,Placebo,No,No,-4.8125,-0.4394531199999999,0.01245565236084186,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3870,Placebo,No,[,-1.9609375,-0.5859375,0.20181322226037882,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3872,Placebo,No,Yes,-1.296875,-0.67578125,0.34953273595379414,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3874,Placebo,No,[,-4.0,-0.3691406199999999,0.025809621908594066,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3877,Placebo,No,[,-3.484375,-0.859375,0.0675466911396291,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3879,High Cash,No,Yes,-6.09375,-0.5781250000000001,0.004007288945911384,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3880,Placebo,No,No,-5.5625,-0.32031250000000006,0.005260852257235711,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3881,High Cash,No,Yes,-5.0625,-0.703125,0.012624949281564407,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3885,Placebo,No,No,-3.5625,-0.5546875,0.04707417582102406,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3886,High Cash,No,[,-4.75,-0.26171874999999994,0.011115013721477565,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3887,Placebo,No,No,-2.984375,-0.48437499999999994,0.07585818002124355,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3888,Placebo,No,[,-5.09375,-0.35742188,0.008694534470979513,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3890,Placebo,No,Yes,-3.0625,-0.43749999999999994,0.06754669113962909,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3898,Placebo,No,No,-3.90625,-0.41015625000000006,0.029423579963643802,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3909,CDC Health,Yes,[,-6.09375,-0.22949219000000007,0.002831091601688656,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3913,Placebo,Yes,No,-5.96875,-0.5820312499999999,0.00455611371445455,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3915,Placebo,Yes,No,-3.125,-0.25,0.053403329799824234,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3916,CDC Health,Yes,No,-5.15625,-0.16796875000000003,0.006771209930611185,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3917,CDC Health,Yes,No,-4.5,-0.12695312,0.012455652360841861,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3918,High Cash,No,No,-4.8125,-0.703125,0.016152834822140957,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3919,High Cash,No,No,-5.34375,-0.35546875000000006,0.006771209930611185,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3926,High Cash,No,No,-4.53125,-0.29296875,0.014227046103179026,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3927,High Cash,No,[,-4.75,-0.13671875,0.009821792919693043,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3931,High Cash,Yes,[,-4.03125,-0.14648438,0.020138740926395015,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3936,High Cash,Yes,[,-4.3125,-0.44335938000000014,0.020449394648758383,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3937,High Cash,Yes,No,-4.6875,-0.19140624999999997,0.011029470022501837,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3939,Placebo,No,No,-2.375,-0.6249999999999999,0.14804719803168948,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3941,Placebo,No,No,-3.4375,-0.3183593800000001,0.0423245915837512,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3943,Placebo,No,No,-2.328125,-0.5820312499999999,0.14854056798294435,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3944,Placebo,No,Yes,-2.734375,-0.3535156199999999,0.08464395774838415,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3946,Placebo,No,[,-3.5625,-0.5546875,0.04707417582102406,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3947,Placebo,No,[,-3.359375,-0.35156250000000006,0.04707417582102406,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3948,Placebo,No,No,-1.8359375,-0.45898438,0.20149878784225106,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3951,Placebo,Yes,No,-4.84375,-0.08007812500000004,0.008461998705333677,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3954,Placebo,Yes,[,-3.734375,-0.22851561999999995,0.029145972677507608,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3955,Low Cash,Yes,No,-4.28125,-0.40234375,0.020254690564739046,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3956,Placebo,Yes,No,-5.0,-0.26171874999999994,0.008677716704989244,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
3959,Low Cash,Yes,[,-5.53125,-0.5273437500000001,0.00666693193128066,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
